mutant_id,class,method,line,mutator,F2P_transition,P2F_transition,P2P_transition,F2F_transition,exception_type_transition,exception_msg_transition,stacktrace_transition,status,num_tests_run
169,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
170,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
171,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
172,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
173,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
174,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
175,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
176,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
177,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
178,org.apache.commons.lang3.math.NumberUtils,createNumber,459,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
179,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
180,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
181,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
182,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
183,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
184,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
185,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
186,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
187,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
188,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
189,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
190,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
191,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
192,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
193,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
194,org.apache.commons.lang3.math.NumberUtils,createNumber,459,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
195,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
196,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
197,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
198,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000001111000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
199,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
200,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
201,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
202,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
203,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
204,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
205,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
206,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
207,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
208,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
209,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
210,org.apache.commons.lang3.math.NumberUtils,createNumber,459,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
211,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
212,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_5,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
213,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_6,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
214,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_6,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
215,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_6,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
216,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_6,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000001111000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
217,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.experimental.ConstantReplacementMutator_CRCR_6,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
